source_code,src_db_name,src_table_name,ods_table_name,col_name,col_type,col_comm,core_tag,ext_tags,ref_table,ref_column,join_miss_rate,agg_suggest,unit,time_role,scd_type,complex_type,fact_candidate,evidence_score,confidence,review_status,reason,updated_at
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,departl3,varchar(255),,外键,层级属性,,,待验证,,,,,,N,2,低,pending,"命名:departl层级编码,疑似部门层级外键",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,departl3name,varchar(255),,维度属性,"层级属性,SCD属性",,,,,,,SCD1,,N,3,中,pending,"命名:部门层级名称,层级属性+SCD跟踪",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,departl4,varchar(255),,外键,层级属性,,,待验证,,,,,,N,2,低,pending,"命名:departl层级编码,疑似部门层级外键",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,departl4name,varchar(255),,维度属性,"层级属性,SCD属性",,,,,,,SCD1,,N,3,中,pending,"命名:部门层级名称,层级属性+SCD跟踪",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,departl5,varchar(255),,外键,层级属性,,,待验证,,,,,,N,2,低,pending,"命名:departl层级编码,疑似部门层级外键",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,departl5name,varchar(255),,维度属性,"层级属性,SCD属性",,,,,,,SCD1,,N,3,中,pending,"命名:部门层级名称,层级属性+SCD跟踪",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,hiredate,varchar(255),,业务时间,,,,,,,入职时间,,,N,3,中,pending,命名:hiredate入职时间,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,termdate,varchar(255),,业务时间,,,,,,,离职时间,,,N,3,中,pending,命名:termdate离职时间,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,jobstatus,varchar(255),,低基数离散属性候选,SCD属性,,,,,,,SCD2,,N,3,中,pending,"命名:在职状态,可变枚举+SCD跟踪",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,birthday,varchar(255),,维度属性,,,,,,,,SCD1,,N,3,中,pending,"命名:birthday为人员固有属性,非业务事件时间",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,updatedtime,varchar(255),,技术时间,,,,,,,更新时间,,,N,3,中,pending,命名+注释:updatedtime为技术同步时间,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,companyclassification,varchar(255),,低基数离散属性候选,,,,,,,,,,N,2,低,pending,"命名:公司分类,低基数",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,officelocation,varchar(255),,低基数离散属性候选,,,,,,,,,,N,2,低,pending,"命名:办公地点,低基数",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,departcode,varchar(255),,外键,,,,待验证,,,,,,N,2,低,pending,"命名:部门编码,疑似外键但无引用表",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,parentdepartcode,varchar(255),,外键,,,,待验证,,,,,,N,2,低,pending,"命名:部门编码,疑似外键但无引用表",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,companyname,varchar(255),,低基数离散属性候选,,,,,,,,,,N,2,低,pending,命名:公司名称,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,jobname,varchar(255),,低基数离散属性候选,SCD属性,,,,,,,SCD2,,N,2,低,pending,"命名:职位名称,可变枚举",2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,telephonenumber,varchar(255),,维度属性,SCD属性,,,,,,,SCD1,,N,2,低,pending,命名:电话号码,2026-04-12
yummy001,yummy,ods_itf_po_employee_df,ods_yummy_ods_itf_po_employee_df,dingtalkid,varchar(255),,维度属性,,,,,,,,,,N,2,低,pending,命名:钉钉ID,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,index_column,varchar(255),索引列,代理键,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:索引列,疑为系统生成序号",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,supplier_name,varchar(255),供应商名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商名称,事实表退化维度(无独立供应商ID)",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,evaluation_cycle,varchar(255),考核周期,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:考核周期,枚举/状态类字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,supplier_notification_email,varchar(255),供应商通知邮箱,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:供应商通知邮箱,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,project_type,varchar(255),项目类型,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目类型,枚举/状态类字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,department,varchar(255),部门,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:部门,事实表退化维度",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,project_name,varchar(255),项目名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目名称,事实表中退化维度",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,project_contract_amount,varchar(255),项目/合同金额（万元）,可加度量,,,,,sum,万元,,,,Y(初判),3,中,pending,"注释:项目/合同金额（万元）,可跨维度求和",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,engineering_name_with_supplementary_agreement,varchar(255),工程名称（含补充协议）,退化维度,,,,,,,,,,Y(初判),2,低,pending,"注释:工程名称含补充协议,退化维度",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,our_company_entity,varchar(255),我司主体,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:我司主体,枚举/状态类字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,project_stage,varchar(255),项目阶段,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目阶段,枚举/状态类字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,technical_responsible_person,varchar(255),技术负责人,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:技术负责人,事实表中人员名称退化维度",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,technical_responsible_person_score_confirmation,varchar(255),技术负责人评分确认,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:技术负责人评分确认,通知/确认状态字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,notify_technical_responsible_person,varchar(255),通知技术负责人,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:通知技术负责人,通知/确认状态字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,procurement_manager_score_confirmation,varchar(255),采购经理评分确认,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:采购经理评分确认,通知/确认状态字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,project_manager,varchar(255),项目经理,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目经理,事实表中人员名称退化维度",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,project_manager_score_confirmation,varchar(255),项目经理评分确认,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:项目经理评分确认,通知/确认状态字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,notify_project_manager,varchar(255),通知项目经理,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:通知项目经理,通知/确认状态字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,technical_evaluator,varchar(255),技术评分人,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名:评分人名称字段,无ID关联,退化维度",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,commercial_evaluator,varchar(255),商务评分人,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名:评分人名称字段,无ID关联,退化维度",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,commercial_responsible_person_contact_email,varchar(255),商务负责人.联系邮箱,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:商务负责人联系邮箱,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,remarks,varchar(255),备注,维度属性,,,,,,,,,,Y(初判),2,低,pending,"注释:备注,默认归类维度属性",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,business_evaluation_form,varchar(255),业务评分表,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:评分表链接,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,procurement_evaluation_form,varchar(255),采购评分表,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:评分表链接,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,technical_score,varchar(255),技术评分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:技术评分,评分项跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,technical_comprehensive_score,varchar(255),技术综合评分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:技术综合评分,评分项跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,technical_score_assistance,varchar(255),技术评分辅助,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:技术评分辅助,综合评分跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,commercial_score,varchar(255),商务评分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:商务评分,评分项跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,commercial_comprehensive_score,varchar(255),商务综合评分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:商务综合评分,评分项跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,contract_performance_evaluation_comprehensive_score,varchar(255),履约评价综合得分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:履约评价综合得分,评分项跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,supplier_rating,varchar(255),供应商评级,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商评级,枚举/状态类字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,notify_technical_evaluator,varchar(255),通知技术评分人,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:通知技术评分人,通知/确认状态字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,urge_technical_score,varchar(255),催促技术评分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:催促技术评分,评分项跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,urge_procurement_score,varchar(255),催促采购评分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:催促采购评分,评分项跨评价取均值",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,notify_commercial_evaluator,varchar(255),通知商务评分人,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:通知商务评分人,通知/确认状态字段",2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,score_attachment,varchar(255),评分附件,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:评分附件相关,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,generate_score_attachment,varchar(255),生成评分附件,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:评分附件相关,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,commercial_responsible_person_contact_email_copy,varchar(255),商务负责人.联系邮箱 副本,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:商务负责人联系邮箱,2026-04-12
yummy001,yummy,supplier_evaluation_list,ods_yummy_supplier_evaluation_list,notify_commercial_responsible_person,varchar(255),通知商务负责人,低基数离散属性候选,,,,,,,,,,Y(初判),2,低,pending,"命名+注释:通知商务负责人,通知/确认状态字段",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,project_to_be_evaluated,varchar(255),待评分项目,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:待评分项目标识,事实表中退化维度",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,is_assessment_completed,varchar(255),是否已完成评估,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:是否已完成评估,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,evaluator,varchar(255),评分人,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名+注释:评分人名称,事实表中退化维度",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,business_evaluation_total_score,varchar(255),业务评价总分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:业务评价总分,评价总分跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,contract_amount,varchar(255),合同金额,可加度量,,,,,sum,元,,,,Y(初判),3,中,pending,"注释:合同金额,可跨维度求和",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,our_company_entity,varchar(255),我司主体,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:我司主体,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,supplier_name,varchar(255),供应商名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商名称,事实表退化维度(无独立供应商ID)",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,project_type,varchar(255),项目类型,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目类型,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,project_name,varchar(255),项目名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目名称,事实表中退化维度",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,project_stage,varchar(255),项目阶段,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目阶段,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,equipment_technical_parameter_match_score,varchar(255),【设备技术参数与部件评分】：设备核心部分技术参数与部件的匹配度（20分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【设备技术参数与部件评分】：设备核心部分技术参数与部件的匹配度（20分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,equipment_technical_parameter_match_basis,varchar(255),【设备技术参数与部件评分】：设备核心部分技术参数与部件的匹配度-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【设备技术参数与部件评分】：设备核心部分技术参数与部件的匹配度-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,auxiliary_equipment_completeness_score,varchar(255),【公辅设备技术方案实施评分】：公辅设备方案的完整性（20分),不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【公辅设备技术方案实施评分】：公辅设备方案的完整性（20分),评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,auxiliary_equipment_completeness_basis,varchar(255),【公辅设备技术方案实施评分】：公辅设备方案的完整性-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【公辅设备技术方案实施评分】：公辅设备方案的完整性-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,auxiliary_equipment_risk_identification_score,varchar(255),【公辅设备技术方案实施评分】：公辅设备方案风险识别与处理（20分),不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【公辅设备技术方案实施评分】：公辅设备方案风险识别与处理（20分),评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,auxiliary_equipment_risk_identification_basis,varchar(255),【公辅设备技术方案实施评分】：公辅设备方案风险识别与处理-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【公辅设备技术方案实施评分】：公辅设备方案风险识别与处理-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,supplier_on_site_technical_capability_score,varchar(255),【公辅设备技术方案实施评分】：供应商设备现场技术处理能力（10分),不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【公辅设备技术方案实施评分】：供应商设备现场技术处理能力（10分),评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,supplier_on_site_technical_capability_basis,varchar(255),【公辅设备技术方案实施评分】：供应商设备现场技术处理能力-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【公辅设备技术方案实施评分】：供应商设备现场技术处理能力-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,supplier_change_professionalism_score,varchar(255),【公辅设备供应商的服务与配合】：供应商对需求变更的专业度(10分),不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【公辅设备供应商的服务与配合】：供应商对需求变更的专业度(10分),评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,supplier_change_professionalism_basis,varchar(255),【公辅设备供应商的服务与配合】：供应商对需求变更的专业度-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【公辅设备供应商的服务与配合】：供应商对需求变更的专业度-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,supplier_change_cooperation_score,varchar(255),【公辅设备供应商的服务与配合】：供应商对需求变更配合度(10分),不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【公辅设备供应商的服务与配合】：供应商对需求变更配合度(10分),评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,supplier_change_cooperation_basis,varchar(255),【公辅设备供应商的服务与配合】：供应商对需求变更配合度-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【公辅设备供应商的服务与配合】：供应商对需求变更配合度-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,auxiliary_equipment_inspection_timeliness_score,varchar(255),【公辅设备供应商的服务与配合】：公辅设备特检报验的及时性(10分),不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【公辅设备供应商的服务与配合】：公辅设备特检报验的及时性(10分),评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,auxiliary_equipment_inspection_timeliness_basis,varchar(255),【公辅设备供应商的服务与配合】：公辅设备特检报验的及时性-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【公辅设备供应商的服务与配合】：公辅设备特检报验的及时性-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,attachment,varchar(255),附件,维度属性,,,,,,,,,,Y(初判),2,低,pending,注释:附件路径/链接,2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,project_manager,varchar(255),项目经理,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目经理,事实表中人员名称退化维度",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,department,varchar(255),部门,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:部门,事实表退化维度",2026-04-12
yummy001,yummy,technical_evaluation,ods_yummy_technical_evaluation,technical_responsible_person,varchar(255),技术负责人,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:技术负责人,事实表中人员名称退化维度",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,project_to_be_evaluated,varchar(255),待评分项目,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:待评分项目标识,事实表中退化维度",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,is_assessment_completed,varchar(255),是否已完成评估,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:是否已完成评估,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,evaluator,varchar(255),评分人员,退化维度,,,,,,,,,,Y(初判),3,中,pending,"命名+注释:评分人名称,事实表中退化维度",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,business_evaluation_total_score,varchar(255),业务评价总分,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:业务评价总分,评价总分跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,contract_amount,varchar(255),合同金额,可加度量,,,,,sum,元,,,,Y(初判),3,中,pending,"注释:合同金额,可跨维度求和",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,our_company_entity,varchar(255),我司主体,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:我司主体,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,supplier_name,varchar(255),供应商名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:供应商名称,事实表退化维度(无独立供应商ID)",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,project_type,varchar(255),项目类型,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目类型,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,project_name,varchar(255),项目名称,退化维度,,,,,,,,,,Y(初判),3,中,pending,"注释:项目名称,事实表中退化维度",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,project_stage,varchar(255),项目阶段,低基数离散属性候选,,,,,,,,,,Y(初判),3,中,pending,"注释:项目阶段,枚举/状态类字段",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,consulting_unit_cooperation_score,varchar(255),【服务与配合】：咨询单位配合情况（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【服务与配合】：咨询单位配合情况（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,consulting_unit_cooperation_basis,varchar(255),【服务与配合】：咨询单位配合情况-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【服务与配合】：咨询单位配合情况-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,project_plan_accuracy_and_timeliness_score,varchar(255),【准确性及时效性】：项目方案、联系单测算准确性及时效性（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：项目方案、联系单测算准确性及时效性（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,project_plan_accuracy_and_timeliness_basis,varchar(255),【准确性及时效性】：项目方案、联系单测算准确性及时效性-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：项目方案、联系单测算准确性及时效性-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,bidding_budget_accuracy_and_timeliness_score,varchar(255),【准确性及时效性】：招标预算及清单编制准确性及时效性（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：招标预算及清单编制准确性及时效性（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,bidding_budget_accuracy_and_timeliness_basis,varchar(255),【准确性及时效性】：招标预算及清单编制准确性及时效性-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：招标预算及清单编制准确性及时效性-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,budget_conversion_review_accuracy_and_timeliness_score,varchar(255),【准确性及时效性】：预算转固审核准确性及时效性（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：预算转固审核准确性及时效性（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,budget_conversion_review_accuracy_and_timeliness_basis,varchar(255),【准确性及时效性】：预算转固审核准确性及时效性-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：预算转固审核准确性及时效性-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,site_visa_change_review_accuracy_and_timeliness_score,varchar(255),【准确性及时效性】：现场签证变更审核准确性及时效性（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：现场签证变更审核准确性及时效性（10分）,评分项跨评价取均值",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,site_visa_change_review_accuracy_and_timeliness_basis,varchar(255),【准确性及时效性】：现场签证变更审核准确性及时效性-评分依据,维度属性,,,,,,,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：现场签证变更审核准确性及时效性-评分依据,评分依据文本描述",2026-04-12
yummy001,yummy,technical_evaluation_cost_consulting,ods_yummy_technical_evaluation_cost_consulting,settlement_review_accuracy_and_timeliness_score,varchar(255),【准确性及时效性】：结算审核准确性及时效性（10分）,不可加度量,,,,,avg,分,,,,Y(初判),3,中,pending,"注释:【准确性及时效性】：结算审核准确性及时效性（10分）,评分项跨评价取均值",2026-04-12
